Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,
adc_in_v[11:0] =, adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], ,,,,,,,,,,,,,
974,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
975,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
976,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
977,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
978,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
979,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
980,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
981,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
982,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
983,1587,0,1,1,0,0,0,1,1,0,0,1,1,1450,0,1,0,1,1,0,1,0,1,0,1,0
984,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
985,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
986,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
987,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
988,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
989,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
990,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
991,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
992,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
993,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
994,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
995,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
996,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
997,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
998,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
999,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1000,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1001,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1002,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1003,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1004,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1005,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1006,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1007,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1008,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1009,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1010,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1011,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1012,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1013,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1014,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1015,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1016,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1017,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1018,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1019,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1020,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1021,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1022,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1023,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1024,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1025,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1026,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1027,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1028,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1029,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1030,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1031,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1032,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1033,1594,0,1,1,0,0,0,1,1,1,0,1,0,1404,0,1,0,1,0,1,1,1,1,1,0,0
1034,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1035,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1036,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1037,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1038,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1039,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1040,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1041,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1042,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1043,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1044,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1045,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1046,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1047,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1048,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1049,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1050,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1051,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1052,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1053,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1054,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1055,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1056,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1057,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1058,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1059,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1060,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1061,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1062,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1063,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1064,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1065,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1066,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1067,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1068,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1069,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1070,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1071,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1072,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1073,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1074,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1075,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1076,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1077,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1078,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1079,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1080,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1081,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1082,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1083,1591,0,1,1,0,0,0,1,1,0,1,1,1,1355,0,1,0,1,0,1,0,0,1,0,1,1
1084,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1085,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1086,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1087,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1088,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1089,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1090,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1091,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1092,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1093,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1094,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1095,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1096,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1097,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1098,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1099,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1100,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1101,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1102,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1103,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1104,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1105,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1106,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1107,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1108,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1109,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1110,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1111,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1112,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1113,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1114,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1115,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1116,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1117,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1118,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1119,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1120,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1121,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1122,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1123,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1124,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1125,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1126,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1127,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1128,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1129,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1130,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1131,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1132,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1133,1579,0,1,1,0,0,0,1,0,1,0,1,1,1302,0,1,0,1,0,0,0,1,0,1,1,0
1134,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1135,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1136,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1137,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1138,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1139,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1140,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1141,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1142,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1143,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1144,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1145,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1146,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1147,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1148,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1149,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1150,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1151,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1152,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1153,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1154,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1155,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1156,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1157,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1158,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1159,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1160,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1161,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1162,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1163,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1164,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1165,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1166,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1167,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1168,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1169,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1170,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1171,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1172,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1173,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1174,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1175,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1176,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1177,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1178,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1179,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1180,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1181,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1182,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1183,1560,0,1,1,0,0,0,0,1,1,0,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1184,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1185,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1186,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1187,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1188,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1189,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1190,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1191,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1192,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1193,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1194,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1195,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1196,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1197,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1198,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1199,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1200,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1201,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1202,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1203,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1204,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1205,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1206,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1207,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1208,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1209,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1210,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1211,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1212,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1213,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1214,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1215,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
1216,1534,0,1,0,1,1,1,1,1,1,1,1,0,1189,0,1,0,0,1,0,1,0,0,1,0,1
