time unit: us, xk_re_o_v[15:0], xk_re_o_v[15], xk_re_o_v[14], xk_re_o_v[13], xk_re_o_v[12], xk_re_o_v[11], xk_re_o_v[10], xk_re_o_v[9], xk_re_o_v[8], xk_re_o_v[7], xk_re_o_v[6], xk_re_o_v[5], xk_re_o_v[4], xk_re_o_v[3], xk_re_o_v[2], xk_re_o_v[1], xk_re_o_v[0], xk_im_o_v[15:0], xk_im_o_v[15], xk_im_o_v[14], xk_im_o_v[13], xk_im_o_v[12], xk_im_o_v[11], xk_im_o_v[10], xk_im_o_v[9], xk_im_o_v[8], xk_im_o_v[7], xk_im_o_v[6], xk_im_o_v[5], xk_im_o_v[4], xk_im_o_v[3], xk_im_o_v[2], xk_im_o_v[1], xk_im_o_v[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
7613, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CE, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 6CD, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1,
7614, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6B9, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 76F, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1,
7615, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69A, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 801, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,
7616, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66C, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 87B, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1,
7617, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 636, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 8DD, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1,
7618, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5F1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 91D, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1,
7619, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5A8, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 943, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1,
7620, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55A, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 949, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1,
7621, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 507, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 92F, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1,
7622, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4B2, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 8F5, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1,
7623, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 465, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 8A5, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1,
7624, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 410, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 82D, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1,
7625, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3C5, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 7A3, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1,
7626, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 384, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 705, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1,
7627, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34D, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 65B, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1,
7628, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 320, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 5A1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1,
7629, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 301, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4E5, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1,
7630, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2ED, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 427, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1,
7631, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E6, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 36B, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1,
7632, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2EC, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 2B5, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1,
7633, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 300, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 211, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1,
7634, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31F, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 17D, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1,
7635, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 350, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 109, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1,
7636, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38B, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0AD, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1,
7637, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3CC, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 06B, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1,
7638, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 413, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 047, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,
7639, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 460, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 047, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1,
7640, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4B3, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 065, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1,
7641, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 507, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0A5, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1,
7642, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55B, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 105, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1,
7643, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5AA, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 17B, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1,
7644, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5F1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 207, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1,
7645, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 633, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 2A9, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1,
7646, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 668, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 357, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1,
7647, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 696, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 413, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1,
7648, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6BA, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 4D3, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1,
7649, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6CF, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 593, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1,
7650, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6D3, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 649, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1,
7651, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6C8, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 6F5, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1,
7652, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6B2, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 795, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1,
7653, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68D, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 81D, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1,
7654, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65E, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 893, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1,
7655, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 621, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 8EB, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1,
7656, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5DE, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 927, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1,
7657, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 593, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 945, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1,
7658, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 543, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 941, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1,
7659, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4EE, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 91F, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1,
7660, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 499, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 8DD, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1,
7661, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44A, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 881, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1,
7662, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3FB, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 809, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1,
7663, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3B2, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 779, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1,
7664, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 374, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 6D7, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1,
7665, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 340, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 629, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1,
7666, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 316, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 56F, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1,
7667, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2F4, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 4AB, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1,
7668, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E7, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 3F1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1,
7669, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2E5, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 337, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1,
7670, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2EF, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 287, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1,
7671, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30A, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1EB, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1,
7672, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32F, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 15F, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1,
7673, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35F, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0ED, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1,
7674, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39A, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 097, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1,
7675, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3DA, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 05B, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1,
7676, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 427, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 043, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1,
7677, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 475, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 04B, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1,
7678, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4C4, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 06F, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1,
7679, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51D, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0BB, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1,
7680, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56F, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 121, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1,
7681, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5BD, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 19F, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1,
7682, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 600, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22F, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1,
