time unit: ns, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
1781000,900,0,0,1,1,1,0,0,0,0,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1781500,883,0,0,1,1,0,1,1,1,0,0,1,1,957,0,0,1,1,1,0,1,1,1,1,0,1,900,0,0,1,1,1,0,0,0,0,1,0,0,921,0,0,1,1,1,0,0,1,1,0,0,1
1782000,873,0,0,1,1,0,1,1,0,1,0,0,1,999,0,0,1,1,1,1,1,0,0,1,1,1,883,0,0,1,1,0,1,1,1,0,0,1,1,957,0,0,1,1,1,0,1,1,1,1,0,1
1782500,873,0,0,1,1,0,1,1,0,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,999,0,0,1,1,1,1,1,0,0,1,1,1
1783000,882,0,0,1,1,0,1,1,1,0,0,1,0,1095,0,1,0,0,0,1,0,0,0,1,1,1,873,0,0,1,1,0,1,1,0,1,0,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
1783500,899,0,0,1,1,1,0,0,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,1095,0,1,0,0,0,1,0,0,0,1,1,1
1784000,923,0,0,1,1,1,0,0,1,1,0,1,1,1208,0,1,0,0,1,0,1,1,1,0,0,0,899,0,0,1,1,1,0,0,0,0,0,1,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
1784500,956,0,0,1,1,1,0,1,1,1,1,0,0,1265,0,1,0,0,1,1,1,1,0,0,0,1,923,0,0,1,1,1,0,0,1,1,0,1,1,1208,0,1,0,0,1,0,1,1,1,0,0,0
1785000,994,0,0,1,1,1,1,1,0,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1,956,0,0,1,1,1,0,1,1,1,1,0,0,1265,0,1,0,0,1,1,1,1,0,0,0,1
1785500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1,994,0,0,1,1,1,1,1,0,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
1786000,1088,0,1,0,0,0,1,0,0,0,0,0,0,1422,0,1,0,1,1,0,0,0,1,1,1,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1
1786500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1088,0,1,0,0,0,1,0,0,0,0,0,0,1422,0,1,0,1,1,0,0,0,1,1,1,0
1787000,1198,0,1,0,0,1,0,1,0,1,1,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1141,0,1,0,0,0,1,1,1,0,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1787500,1254,0,1,0,0,1,1,1,0,0,1,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1198,0,1,0,0,1,0,1,0,1,1,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
1788000,1310,0,1,0,1,0,0,0,1,1,1,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1254,0,1,0,0,1,1,1,0,0,1,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
1788500,1365,0,1,0,1,0,1,0,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1310,0,1,0,1,0,0,0,1,1,1,1,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1789000,1417,0,1,0,1,1,0,0,0,1,0,0,1,1570,0,1,1,0,0,0,1,0,0,0,1,0,1365,0,1,0,1,0,1,0,1,0,1,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1789500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1417,0,1,0,1,1,0,0,0,1,0,0,1,1570,0,1,1,0,0,0,1,0,0,0,1,0
1790000,1504,0,1,0,1,1,1,1,0,0,0,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1790500,1538,0,1,1,0,0,0,0,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1504,0,1,0,1,1,1,1,0,0,0,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1791000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1,1538,0,1,1,0,0,0,0,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
1791500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1462,0,1,0,1,1,0,1,1,0,1,1,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1499,0,1,0,1,1,1,0,1,1,0,1,1
1792000,1592,0,1,1,0,0,0,1,1,1,0,0,0,1419,0,1,0,1,1,0,0,0,1,0,1,1,1583,0,1,1,0,0,0,1,0,1,1,1,1,1462,0,1,0,1,1,0,1,1,0,1,1,0
1792500,1593,0,1,1,0,0,0,1,1,1,0,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,1592,0,1,1,0,0,0,1,1,1,0,0,0,1419,0,1,0,1,1,0,0,0,1,0,1,1
1793000,1584,0,1,1,0,0,0,1,1,0,0,0,0,1318,0,1,0,1,0,0,1,0,0,1,1,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1370,0,1,0,1,0,1,0,1,1,0,1,0
1793500,1568,0,1,1,0,0,0,1,0,0,0,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0,1584,0,1,1,0,0,0,1,1,0,0,0,0,1318,0,1,0,1,0,0,1,0,0,1,1,0
1794000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,1568,0,1,1,0,0,0,1,0,0,0,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0
1794500,1510,0,1,0,1,1,1,1,0,0,1,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
1795000,1470,0,1,0,1,1,0,1,1,1,1,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,1510,0,1,0,1,1,1,1,0,0,1,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1
1795500,1423,0,1,0,1,1,0,0,0,1,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,1470,0,1,0,1,1,0,1,1,1,1,1,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1796000,1371,0,1,0,1,0,1,0,1,1,0,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,1423,0,1,0,1,1,0,0,0,1,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1
1796500,1316,0,1,0,1,0,0,1,0,0,1,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1371,0,1,0,1,0,1,0,1,1,0,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1
1797000,1259,0,1,0,0,1,1,1,0,1,0,1,1,918,0,0,1,1,1,0,0,1,0,1,1,0,1316,0,1,0,1,0,0,1,0,0,1,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0
1797500,1204,0,1,0,0,1,0,1,1,0,1,0,0,891,0,0,1,1,0,1,1,1,1,0,1,1,1259,0,1,0,0,1,1,1,0,1,0,1,1,918,0,0,1,1,1,0,0,1,0,1,1,0
1798000,1149,0,1,0,0,0,1,1,1,1,1,0,1,869,0,0,1,1,0,1,1,0,0,1,0,1,1204,0,1,0,0,1,0,1,1,0,1,0,0,891,0,0,1,1,0,1,1,1,1,0,1,1
1798500,1092,0,1,0,0,0,1,0,0,0,1,0,0,857,0,0,1,1,0,1,0,1,1,0,0,1,1149,0,1,0,0,0,1,1,1,1,1,0,1,869,0,0,1,1,0,1,1,0,0,1,0,1
1799000,1043,0,1,0,0,0,0,0,1,0,0,1,1,853,0,0,1,1,0,1,0,1,0,1,0,1,1092,0,1,0,0,0,1,0,0,0,1,0,0,857,0,0,1,1,0,1,0,1,1,0,0,1
1799500,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1043,0,1,0,0,0,0,0,1,0,0,1,1,853,0,0,1,1,0,1,0,1,0,1,0,1
1800000,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
1800500,926,0,0,1,1,1,0,0,1,1,1,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1
1801000,902,0,0,1,1,1,0,0,0,0,1,1,0,919,0,0,1,1,1,0,0,1,0,1,1,1,926,0,0,1,1,1,0,0,1,1,1,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
1801500,884,0,0,1,1,0,1,1,1,0,1,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0,902,0,0,1,1,1,0,0,0,0,1,1,0,919,0,0,1,1,1,0,0,1,0,1,1,1
1802000,873,0,0,1,1,0,1,1,0,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1,884,0,0,1,1,0,1,1,1,0,1,0,0,956,0,0,1,1,1,0,1,1,1,1,0,0
1802500,872,0,0,1,1,0,1,1,0,1,0,0,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1
1803000,880,0,0,1,1,0,1,1,1,0,0,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,872,0,0,1,1,0,1,1,0,1,0,0,0,1045,0,1,0,0,0,0,0,1,0,1,0,1
1803500,897,0,0,1,1,1,0,0,0,0,0,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,880,0,0,1,1,0,1,1,1,0,0,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
1804000,922,0,0,1,1,1,0,0,1,1,0,1,0,1208,0,1,0,0,1,0,1,1,1,0,0,0,897,0,0,1,1,1,0,0,0,0,0,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
1804500,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1,922,0,0,1,1,1,0,0,1,1,0,1,0,1208,0,1,0,0,1,0,1,1,1,0,0,0
1805000,994,0,0,1,1,1,1,1,0,0,0,1,0,1320,0,1,0,1,0,0,1,0,1,0,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1
1805500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1372,0,1,0,1,0,1,0,1,1,1,0,0,994,0,0,1,1,1,1,1,0,0,0,1,0,1320,0,1,0,1,0,0,1,0,1,0,0,0
1806000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1039,0,1,0,0,0,0,0,0,1,1,1,1,1372,0,1,0,1,0,1,0,1,1,1,0,0
1806500,1140,0,1,0,0,0,1,1,1,0,1,0,0,1465,0,1,0,1,1,0,1,1,1,0,0,1,1087,0,1,0,0,0,0,1,1,1,1,1,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
1807000,1196,0,1,0,0,1,0,1,0,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1,1140,0,1,0,0,0,1,1,1,0,1,0,0,1465,0,1,0,1,1,0,1,1,1,0,0,1
1807500,1253,0,1,0,0,1,1,1,0,0,1,0,1,1531,0,1,0,1,1,1,1,1,1,0,1,1,1196,0,1,0,0,1,0,1,0,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1
1808000,1309,0,1,0,1,0,0,0,1,1,1,0,1,1553,0,1,1,0,0,0,0,1,0,0,0,1,1253,0,1,0,0,1,1,1,0,0,1,0,1,1531,0,1,0,1,1,1,1,1,1,0,1,1
1808500,1364,0,1,0,1,0,1,0,1,0,1,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1309,0,1,0,1,0,0,0,1,1,1,0,1,1553,0,1,1,0,0,0,0,1,0,0,0,1
1809000,1415,0,1,0,1,1,0,0,0,0,1,1,1,1570,0,1,1,0,0,0,1,0,0,0,1,0,1364,0,1,0,1,0,1,0,1,0,1,0,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
1809500,1464,0,1,0,1,1,0,1,1,1,0,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0,1415,0,1,0,1,1,0,0,0,0,1,1,1,1570,0,1,1,0,0,0,1,0,0,0,1,0
1810000,1506,0,1,0,1,1,1,1,0,0,0,1,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0
1810500,1540,0,1,1,0,0,0,0,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1,1506,0,1,0,1,1,1,1,0,0,0,1,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1811000,1566,0,1,1,0,0,0,0,1,1,1,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1540,0,1,1,0,0,0,0,0,0,1,0,0,1531,0,1,0,1,1,1,1,1,1,0,1,1
1811500,1585,0,1,1,0,0,0,1,1,0,0,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1566,0,1,1,0,0,0,0,1,1,1,1,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
1812000,1594,0,1,1,0,0,0,1,1,1,0,1,0,1421,0,1,0,1,1,0,0,0,1,1,0,1,1585,0,1,1,0,0,0,1,1,0,0,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1812500,1593,0,1,1,0,0,0,1,1,1,0,0,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,1594,0,1,1,0,0,0,1,1,1,0,1,0,1421,0,1,0,1,1,0,0,0,1,1,0,1
1813000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1371,0,1,0,1,0,1,0,1,1,0,1,1
1813500,1569,0,1,1,0,0,0,1,0,0,0,0,1,1264,0,1,0,0,1,1,1,1,0,0,0,0,1585,0,1,1,0,0,0,1,1,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0
1814000,1542,0,1,1,0,0,0,0,0,0,1,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1,1569,0,1,1,0,0,0,1,0,0,0,0,1,1264,0,1,0,0,1,1,1,1,0,0,0,0
1814500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1,1542,0,1,1,0,0,0,0,0,0,1,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1
1815000,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1,1509,0,1,0,1,1,1,1,0,0,1,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1
1815500,1421,0,1,0,1,1,0,0,0,1,1,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,1467,0,1,0,1,1,0,1,1,1,0,1,1,1095,0,1,0,0,0,1,0,0,0,1,1,1
1816000,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,1421,0,1,0,1,1,0,0,0,1,1,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0
1816500,1316,0,1,0,1,0,0,1,0,0,1,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0
1817000,1260,0,1,0,0,1,1,1,0,1,1,0,0,919,0,0,1,1,1,0,0,1,0,1,1,1,1316,0,1,0,1,0,0,1,0,0,1,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0
1817500,1205,0,1,0,0,1,0,1,1,0,1,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1,1260,0,1,0,0,1,1,1,0,1,1,0,0,919,0,0,1,1,1,0,0,1,0,1,1,1
1818000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1205,0,1,0,0,1,0,1,1,0,1,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1
1818500,1093,0,1,0,0,0,1,0,0,0,1,0,1,859,0,0,1,1,0,1,0,1,1,0,1,1,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
1819000,1043,0,1,0,0,0,0,0,1,0,0,1,1,854,0,0,1,1,0,1,0,1,0,1,1,0,1093,0,1,0,0,0,1,0,0,0,1,0,1,859,0,0,1,1,0,1,0,1,1,0,1,1
1819500,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1043,0,1,0,0,0,0,0,1,0,0,1,1,854,0,0,1,1,0,1,0,1,0,1,1,0
1820000,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1,997,0,0,1,1,1,1,1,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
1820500,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1
1821000,900,0,0,1,1,1,0,0,0,0,1,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0,925,0,0,1,1,1,0,0,1,1,1,0,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1821500,882,0,0,1,1,0,1,1,1,0,0,1,0,958,0,0,1,1,1,0,1,1,1,1,1,0,900,0,0,1,1,1,0,0,0,0,1,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0
1822000,874,0,0,1,1,0,1,1,0,1,0,1,0,1000,0,0,1,1,1,1,1,0,1,0,0,0,882,0,0,1,1,0,1,1,1,0,0,1,0,958,0,0,1,1,1,0,1,1,1,1,1,0
1822500,873,0,0,1,1,0,1,1,0,1,0,0,1,1047,0,1,0,0,0,0,0,1,0,1,1,1,874,0,0,1,1,0,1,1,0,1,0,1,0,1000,0,0,1,1,1,1,1,0,1,0,0,0
1823000,881,0,0,1,1,0,1,1,1,0,0,0,1,1099,0,1,0,0,0,1,0,0,1,0,1,1,873,0,0,1,1,0,1,1,0,1,0,0,1,1047,0,1,0,0,0,0,0,1,0,1,1,1
1823500,898,0,0,1,1,1,0,0,0,0,0,1,0,1154,0,1,0,0,1,0,0,0,0,0,1,0,881,0,0,1,1,0,1,1,1,0,0,0,1,1099,0,1,0,0,0,1,0,0,1,0,1,1
1824000,923,0,0,1,1,1,0,0,1,1,0,1,1,1211,0,1,0,0,1,0,1,1,1,0,1,1,898,0,0,1,1,1,0,0,0,0,0,1,0,1154,0,1,0,0,1,0,0,0,0,0,1,0
1824500,954,0,0,1,1,1,0,1,1,1,0,1,0,1266,0,1,0,0,1,1,1,1,0,0,1,0,923,0,0,1,1,1,0,0,1,1,0,1,1,1211,0,1,0,0,1,0,1,1,1,0,1,1
1825000,993,0,0,1,1,1,1,1,0,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1266,0,1,0,0,1,1,1,1,0,0,1,0
1825500,1038,0,1,0,0,0,0,0,0,1,1,1,0,1371,0,1,0,1,0,1,0,1,1,0,1,1,993,0,0,1,1,1,1,1,0,0,0,0,1,1320,0,1,0,1,0,0,1,0,1,0,0,0
1826000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1419,0,1,0,1,1,0,0,0,1,0,1,1,1038,0,1,0,0,0,0,0,0,1,1,1,0,1371,0,1,0,1,0,1,0,1,1,0,1,1
1826500,1139,0,1,0,0,0,1,1,1,0,0,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1087,0,1,0,0,0,0,1,1,1,1,1,1,1419,0,1,0,1,1,0,0,0,1,0,1,1
1827000,1195,0,1,0,0,1,0,1,0,1,0,1,1,1500,0,1,0,1,1,1,0,1,1,1,0,0,1139,0,1,0,0,0,1,1,1,0,0,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1827500,1250,0,1,0,0,1,1,1,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1195,0,1,0,0,1,0,1,0,1,0,1,1,1500,0,1,0,1,1,1,0,1,1,1,0,0
1828000,1308,0,1,0,1,0,0,0,1,1,1,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0,1250,0,1,0,0,1,1,1,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
1828500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1566,0,1,1,0,0,0,0,1,1,1,1,0,1308,0,1,0,1,0,0,0,1,1,1,0,0,1552,0,1,1,0,0,0,0,1,0,0,0,0
1829000,1415,0,1,0,1,1,0,0,0,0,1,1,1,1571,0,1,1,0,0,0,1,0,0,0,1,1,1363,0,1,0,1,0,1,0,1,0,0,1,1,1566,0,1,1,0,0,0,0,1,1,1,1,0
1829500,1462,0,1,0,1,1,0,1,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1415,0,1,0,1,1,0,0,0,0,1,1,1,1571,0,1,1,0,0,0,1,0,0,0,1,1
1830000,1504,0,1,0,1,1,1,1,0,0,0,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1,1462,0,1,0,1,1,0,1,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1830500,1538,0,1,1,0,0,0,0,0,0,0,1,0,1532,0,1,0,1,1,1,1,1,1,1,0,0,1504,0,1,0,1,1,1,1,0,0,0,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1831000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1,1538,0,1,1,0,0,0,0,0,0,0,1,0,1532,0,1,0,1,1,1,1,1,1,1,0,0
1831500,1581,0,1,1,0,0,0,1,0,1,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1
1832000,1591,0,1,1,0,0,0,1,1,0,1,1,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1581,0,1,1,0,0,0,1,0,1,1,0,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
1832500,1592,0,1,1,0,0,0,1,1,1,0,0,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,1591,0,1,1,0,0,0,1,1,0,1,1,1,1421,0,1,0,1,1,0,0,0,1,1,0,1
1833000,1583,0,1,1,0,0,0,1,0,1,1,1,1,1317,0,1,0,1,0,0,1,0,0,1,0,1,1592,0,1,1,0,0,0,1,1,1,0,0,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
1833500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0,1583,0,1,1,0,0,0,1,0,1,1,1,1,1317,0,1,0,1,0,0,1,0,0,1,0,1
1834000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1206,0,1,0,0,1,0,1,1,0,1,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0
1834500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,1543,0,1,1,0,0,0,0,0,0,1,1,1,1206,0,1,0,0,1,0,1,1,0,1,1,0
1835000,1469,0,1,0,1,1,0,1,1,1,1,0,1,1095,0,1,0,0,0,1,0,0,0,1,1,1,1509,0,1,0,1,1,1,1,0,0,1,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
1835500,1423,0,1,0,1,1,0,0,0,1,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,1469,0,1,0,1,1,0,1,1,1,1,0,1,1095,0,1,0,0,0,1,0,0,0,1,1,1
1836000,1371,0,1,0,1,0,1,0,1,1,0,1,1,996,0,0,1,1,1,1,1,0,0,1,0,0,1423,0,1,0,1,1,0,0,0,1,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1
1836500,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,996,0,0,1,1,1,1,1,0,0,1,0,0
1837000,1260,0,1,0,0,1,1,1,0,1,1,0,0,920,0,0,1,1,1,0,0,1,1,0,0,0,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1
1837500,1205,0,1,0,0,1,0,1,1,0,1,0,1,892,0,0,1,1,0,1,1,1,1,1,0,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,920,0,0,1,1,1,0,0,1,1,0,0,0
1838000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1205,0,1,0,0,1,0,1,1,0,1,0,1,892,0,0,1,1,0,1,1,1,1,1,0,0
1838500,1094,0,1,0,0,0,1,0,0,0,1,1,0,856,0,0,1,1,0,1,0,1,1,0,0,0,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
1839000,1043,0,1,0,0,0,0,0,1,0,0,1,1,851,0,0,1,1,0,1,0,1,0,0,1,1,1094,0,1,0,0,0,1,0,0,0,1,1,0,856,0,0,1,1,0,1,0,1,1,0,0,0
1839500,997,0,0,1,1,1,1,1,0,0,1,0,1,855,0,0,1,1,0,1,0,1,0,1,1,1,1043,0,1,0,0,0,0,0,1,0,0,1,1,851,0,0,1,1,0,1,0,1,0,0,1,1
1840000,957,0,0,1,1,1,0,1,1,1,1,0,1,869,0,0,1,1,0,1,1,0,0,1,0,1,997,0,0,1,1,1,1,1,0,0,1,0,1,855,0,0,1,1,0,1,0,1,0,1,1,1
1840500,925,0,0,1,1,1,0,0,1,1,1,0,1,890,0,0,1,1,0,1,1,1,1,0,1,0,957,0,0,1,1,1,0,1,1,1,1,0,1,869,0,0,1,1,0,1,1,0,0,1,0,1
