time unit: ns, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
48500,1364,0,1,0,1,0,1,0,1,0,1,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1,1309,0,1,0,1,0,0,0,1,1,1,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0
49000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1570,0,1,1,0,0,0,1,0,0,0,1,0,1364,0,1,0,1,0,1,0,1,0,1,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
49500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1566,0,1,1,0,0,0,0,1,1,1,1,0,1416,0,1,0,1,1,0,0,0,1,0,0,0,1570,0,1,1,0,0,0,1,0,0,0,1,0
50000,1503,0,1,0,1,1,1,0,1,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1566,0,1,1,0,0,0,0,1,1,1,1,0
50500,1539,0,1,1,0,0,0,0,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0,1503,0,1,0,1,1,1,0,1,1,1,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
51000,1565,0,1,1,0,0,0,0,1,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1,1539,0,1,1,0,0,0,0,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0
51500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1
52000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0,1583,0,1,1,0,0,0,1,0,1,1,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
52500,1594,0,1,1,0,0,0,1,1,1,0,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0,1593,0,1,1,0,0,0,1,1,1,0,0,1,1420,0,1,0,1,1,0,0,0,1,1,0,0
53000,1586,0,1,1,0,0,0,1,1,0,0,1,0,1320,0,1,0,1,0,0,1,0,1,0,0,0,1594,0,1,1,0,0,0,1,1,1,0,1,0,1372,0,1,0,1,0,1,0,1,1,1,0,0
53500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1,1586,0,1,1,0,0,0,1,1,0,0,1,0,1320,0,1,0,1,0,0,1,0,1,0,0,0
54000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1
54500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
55000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,1509,0,1,0,1,1,1,1,0,0,1,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1
55500,1421,0,1,0,1,1,0,0,0,1,1,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,1468,0,1,0,1,1,0,1,1,1,1,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
56000,1370,0,1,0,1,0,1,0,1,1,0,1,0,997,0,0,1,1,1,1,1,0,0,1,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
56500,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1,1370,0,1,0,1,0,1,0,1,1,0,1,0,997,0,0,1,1,1,1,1,0,0,1,0,1
57000,1260,0,1,0,0,1,1,1,0,1,1,0,0,919,0,0,1,1,1,0,0,1,0,1,1,1,1316,0,1,0,1,0,0,1,0,0,1,0,0,955,0,0,1,1,1,0,1,1,1,0,1,1
57500,1205,0,1,0,0,1,0,1,1,0,1,0,1,890,0,0,1,1,0,1,1,1,1,0,1,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,919,0,0,1,1,1,0,0,1,0,1,1,1
58000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1205,0,1,0,0,1,0,1,1,0,1,0,1,890,0,0,1,1,0,1,1,1,1,0,1,0
58500,1094,0,1,0,0,0,1,0,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
59000,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0,1094,0,1,0,0,0,1,0,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0
59500,999,0,0,1,1,1,1,1,0,0,1,1,1,859,0,0,1,1,0,1,0,1,1,0,1,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0
60000,960,0,0,1,1,1,1,0,0,0,0,0,0,872,0,0,1,1,0,1,1,0,1,0,0,0,999,0,0,1,1,1,1,1,0,0,1,1,1,859,0,0,1,1,0,1,0,1,1,0,1,1
60500,926,0,0,1,1,1,0,0,1,1,1,1,0,893,0,0,1,1,0,1,1,1,1,1,0,1,960,0,0,1,1,1,1,0,0,0,0,0,0,872,0,0,1,1,0,1,1,0,1,0,0,0
61000,900,0,0,1,1,1,0,0,0,0,1,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0,926,0,0,1,1,1,0,0,1,1,1,1,0,893,0,0,1,1,0,1,1,1,1,1,0,1
61500,882,0,0,1,1,0,1,1,1,0,0,1,0,957,0,0,1,1,1,0,1,1,1,1,0,1,900,0,0,1,1,1,0,0,0,0,1,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0
62000,872,0,0,1,1,0,1,1,0,1,0,0,0,998,0,0,1,1,1,1,1,0,0,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,957,0,0,1,1,1,0,1,1,1,1,0,1
62500,871,0,0,1,1,0,1,1,0,0,1,1,1,1046,0,1,0,0,0,0,0,1,0,1,1,0,872,0,0,1,1,0,1,1,0,1,0,0,0,998,0,0,1,1,1,1,1,0,0,1,1,0
63000,880,0,0,1,1,0,1,1,1,0,0,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0,871,0,0,1,1,0,1,1,0,0,1,1,1,1046,0,1,0,0,0,0,0,1,0,1,1,0
63500,897,0,0,1,1,1,0,0,0,0,0,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0,880,0,0,1,1,0,1,1,1,0,0,0,0,1096,0,1,0,0,0,1,0,0,1,0,0,0
64000,922,0,0,1,1,1,0,0,1,1,0,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0,897,0,0,1,1,1,0,0,0,0,0,0,1,1150,0,1,0,0,0,1,1,1,1,1,1,0
64500,955,0,0,1,1,1,0,1,1,1,0,1,1,1264,0,1,0,0,1,1,1,1,0,0,0,0,922,0,0,1,1,1,0,0,1,1,0,1,0,1206,0,1,0,0,1,0,1,1,0,1,1,0
65000,994,0,0,1,1,1,1,1,0,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,1264,0,1,0,0,1,1,1,1,0,0,0,0
65500,1039,0,1,0,0,0,0,0,0,1,1,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,994,0,0,1,1,1,1,1,0,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
66000,1087,0,1,0,0,0,0,1,1,1,1,1,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1039,0,1,0,0,0,0,0,0,1,1,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1
66500,1139,0,1,0,0,0,1,1,1,0,0,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1087,0,1,0,0,0,0,1,1,1,1,1,1,1421,0,1,0,1,1,0,0,0,1,1,0,1
67000,1195,0,1,0,0,1,0,1,0,1,0,1,1,1498,0,1,0,1,1,1,0,1,1,0,1,0,1139,0,1,0,0,0,1,1,1,0,0,1,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
67500,1251,0,1,0,0,1,1,1,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0,1195,0,1,0,0,1,0,1,0,1,0,1,1,1498,0,1,0,1,1,1,0,1,1,0,1,0
68000,1308,0,1,0,1,0,0,0,1,1,1,0,0,1550,0,1,1,0,0,0,0,0,1,1,1,0,1251,0,1,0,0,1,1,1,0,0,0,1,1,1530,0,1,0,1,1,1,1,1,1,0,1,0
68500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0,1308,0,1,0,1,0,0,0,1,1,1,0,0,1550,0,1,1,0,0,0,0,0,1,1,1,0
69000,1416,0,1,0,1,1,0,0,0,1,0,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1,1363,0,1,0,1,0,1,0,1,0,0,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0
69500,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1,1416,0,1,0,1,1,0,0,0,1,0,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1
70000,1505,0,1,0,1,1,1,1,0,0,0,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0,1463,0,1,0,1,1,0,1,1,0,1,1,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
70500,1539,0,1,1,0,0,0,0,0,0,0,1,1,1531,0,1,0,1,1,1,1,1,1,0,1,1,1505,0,1,0,1,1,1,1,0,0,0,0,1,1552,0,1,1,0,0,0,0,1,0,0,0,0
71000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1539,0,1,1,0,0,0,0,0,0,0,1,1,1531,0,1,0,1,1,1,1,1,1,0,1,1
71500,1584,0,1,1,0,0,0,1,1,0,0,0,0,1464,0,1,0,1,1,0,1,1,1,0,0,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
72000,1594,0,1,1,0,0,0,1,1,1,0,1,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1584,0,1,1,0,0,0,1,1,0,0,0,0,1464,0,1,0,1,1,0,1,1,1,0,0,0
72500,1595,0,1,1,0,0,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1,1594,0,1,1,0,0,0,1,1,1,0,1,0,1420,0,1,0,1,1,0,0,0,1,1,0,0
73000,1586,0,1,1,0,0,0,1,1,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1,1595,0,1,1,0,0,0,1,1,1,0,1,1,1371,0,1,0,1,0,1,0,1,1,0,1,1
73500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0,1586,0,1,1,0,0,0,1,1,0,0,1,0,1319,0,1,0,1,0,0,1,0,0,1,1,1
74000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1,1262,0,1,0,0,1,1,1,0,1,1,1,0
74500,1509,0,1,0,1,1,1,1,0,0,1,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
75000,1467,0,1,0,1,1,0,1,1,1,0,1,1,1097,0,1,0,0,0,1,0,0,1,0,0,1,1509,0,1,0,1,1,1,1,0,0,1,0,1,1151,0,1,0,0,0,1,1,1,1,1,1,1
75500,1420,0,1,0,1,1,0,0,0,1,1,0,0,1045,0,1,0,0,0,0,0,1,0,1,0,1,1467,0,1,0,1,1,0,1,1,1,0,1,1,1097,0,1,0,0,0,1,0,0,1,0,0,1
76000,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,1420,0,1,0,1,1,0,0,0,1,1,0,0,1045,0,1,0,0,0,0,0,1,0,1,0,1
76500,1315,0,1,0,1,0,0,1,0,0,0,1,1,953,0,0,1,1,1,0,1,1,1,0,0,1,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0
77000,1260,0,1,0,0,1,1,1,0,1,1,0,0,918,0,0,1,1,1,0,0,1,0,1,1,0,1315,0,1,0,1,0,0,1,0,0,0,1,1,953,0,0,1,1,1,0,1,1,1,0,0,1
77500,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0,1260,0,1,0,0,1,1,1,0,1,1,0,0,918,0,0,1,1,1,0,0,1,0,1,1,0
78000,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0
78500,1093,0,1,0,0,0,1,0,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1148,0,1,0,0,0,1,1,1,1,1,0,0,870,0,0,1,1,0,1,1,0,0,1,1,0
79000,1043,0,1,0,0,0,0,0,1,0,0,1,1,854,0,0,1,1,0,1,0,1,0,1,1,0,1093,0,1,0,0,0,1,0,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
79500,998,0,0,1,1,1,1,1,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0,1043,0,1,0,0,0,0,0,1,0,0,1,1,854,0,0,1,1,0,1,0,1,0,1,1,0
80000,959,0,0,1,1,1,0,1,1,1,1,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1,998,0,0,1,1,1,1,1,0,0,1,1,0,858,0,0,1,1,0,1,0,1,1,0,1,0
80500,926,0,0,1,1,1,0,0,1,1,1,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1,959,0,0,1,1,1,0,1,1,1,1,1,1,871,0,0,1,1,0,1,1,0,0,1,1,1
81000,902,0,0,1,1,1,0,0,0,0,1,1,0,920,0,0,1,1,1,0,0,1,1,0,0,0,926,0,0,1,1,1,0,0,1,1,1,1,0,891,0,0,1,1,0,1,1,1,1,0,1,1
81500,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1,902,0,0,1,1,1,0,0,0,0,1,1,0,920,0,0,1,1,1,0,0,1,1,0,0,0
82000,873,0,0,1,1,0,1,1,0,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,883,0,0,1,1,0,1,1,1,0,0,1,1,955,0,0,1,1,1,0,1,1,1,0,1,1
82500,872,0,0,1,1,0,1,1,0,1,0,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0,873,0,0,1,1,0,1,1,0,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0
83000,880,0,0,1,1,0,1,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1,872,0,0,1,1,0,1,1,0,1,0,0,0,1046,0,1,0,0,0,0,0,1,0,1,1,0
83500,898,0,0,1,1,1,0,0,0,0,0,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1,880,0,0,1,1,0,1,1,1,0,0,0,0,1097,0,1,0,0,0,1,0,0,1,0,0,1
84000,922,0,0,1,1,1,0,0,1,1,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1,898,0,0,1,1,1,0,0,0,0,0,1,0,1151,0,1,0,0,0,1,1,1,1,1,1,1
84500,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1,922,0,0,1,1,1,0,0,1,1,0,1,0,1207,0,1,0,0,1,0,1,1,0,1,1,1
85000,993,0,0,1,1,1,1,1,0,0,0,0,1,1319,0,1,0,1,0,0,1,0,0,1,1,1,954,0,0,1,1,1,0,1,1,1,0,1,0,1265,0,1,0,0,1,1,1,1,0,0,0,1
85500,1038,0,1,0,0,0,0,0,0,1,1,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,993,0,0,1,1,1,1,1,0,0,0,0,1,1319,0,1,0,1,0,0,1,0,0,1,1,1
86000,1086,0,1,0,0,0,0,1,1,1,1,1,0,1418,0,1,0,1,1,0,0,0,1,0,1,0,1038,0,1,0,0,0,0,0,0,1,1,1,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
86500,1138,0,1,0,0,0,1,1,1,0,0,1,0,1460,0,1,0,1,1,0,1,1,0,1,0,0,1086,0,1,0,0,0,0,1,1,1,1,1,0,1418,0,1,0,1,1,0,0,0,1,0,1,0
87000,1193,0,1,0,0,1,0,1,0,1,0,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1,1138,0,1,0,0,0,1,1,1,0,0,1,0,1460,0,1,0,1,1,0,1,1,0,1,0,0
87500,1250,0,1,0,0,1,1,1,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1193,0,1,0,0,1,0,1,0,1,0,0,1,1499,0,1,0,1,1,1,0,1,1,0,1,1
88000,1307,0,1,0,1,0,0,0,1,1,0,1,1,1553,0,1,1,0,0,0,0,1,0,0,0,1,1250,0,1,0,0,1,1,1,0,0,0,1,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
88500,1362,0,1,0,1,0,1,0,1,0,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1,1307,0,1,0,1,0,0,0,1,1,0,1,1,1553,0,1,1,0,0,0,0,1,0,0,0,1
89000,1414,0,1,0,1,1,0,0,0,0,1,1,0,1573,0,1,1,0,0,0,1,0,0,1,0,1,1362,0,1,0,1,0,1,0,1,0,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
89500,1462,0,1,0,1,1,0,1,1,0,1,1,0,1568,0,1,1,0,0,0,1,0,0,0,0,0,1414,0,1,0,1,1,0,0,0,0,1,1,0,1573,0,1,1,0,0,0,1,0,0,1,0,1
90000,1503,0,1,0,1,1,1,0,1,1,1,1,1,1554,0,1,1,0,0,0,0,1,0,0,1,0,1462,0,1,0,1,1,0,1,1,0,1,1,0,1568,0,1,1,0,0,0,1,0,0,0,0,0
90500,1537,0,1,1,0,0,0,0,0,0,0,0,1,1533,0,1,0,1,1,1,1,1,1,1,0,1,1503,0,1,0,1,1,1,0,1,1,1,1,1,1554,0,1,1,0,0,0,0,1,0,0,1,0
91000,1564,0,1,1,0,0,0,0,1,1,1,0,0,1502,0,1,0,1,1,1,0,1,1,1,1,0,1537,0,1,1,0,0,0,0,0,0,0,0,1,1533,0,1,0,1,1,1,1,1,1,1,0,1
91500,1583,0,1,1,0,0,0,1,0,1,1,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0,1564,0,1,1,0,0,0,0,1,1,1,0,0,1502,0,1,0,1,1,1,0,1,1,1,1,0
92000,1593,0,1,1,0,0,0,1,1,1,0,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1,1583,0,1,1,0,0,0,1,0,1,1,1,1,1464,0,1,0,1,1,0,1,1,1,0,0,0
92500,1595,0,1,1,0,0,0,1,1,1,0,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1,1593,0,1,1,0,0,0,1,1,1,0,0,1,1421,0,1,0,1,1,0,0,0,1,1,0,1
93000,1585,0,1,1,0,0,0,1,1,0,0,0,1,1319,0,1,0,1,0,0,1,0,0,1,1,1,1595,0,1,1,0,0,0,1,1,1,0,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1
93500,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1,1585,0,1,1,0,0,0,1,1,0,0,0,1,1319,0,1,0,1,0,0,1,0,0,1,1,1
94000,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1,1567,0,1,1,0,0,0,0,1,1,1,1,1,1263,0,1,0,0,1,1,1,0,1,1,1,1
94500,1508,0,1,0,1,1,1,1,0,0,1,0,0,1151,0,1,0,0,0,1,1,1,1,1,1,1,1543,0,1,1,0,0,0,0,0,0,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
95000,1468,0,1,0,1,1,0,1,1,1,1,0,0,1095,0,1,0,0,0,1,0,0,0,1,1,1,1508,0,1,0,1,1,1,1,0,0,1,0,0,1151,0,1,0,0,0,1,1,1,1,1,1,1
95500,1422,0,1,0,1,1,0,0,0,1,1,1,0,1044,0,1,0,0,0,0,0,1,0,1,0,0,1468,0,1,0,1,1,0,1,1,1,1,0,0,1095,0,1,0,0,0,1,0,0,0,1,1,1
96000,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0,1422,0,1,0,1,1,0,0,0,1,1,1,0,1044,0,1,0,0,0,0,0,1,0,1,0,0
96500,1316,0,1,0,1,0,0,1,0,0,1,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0,1369,0,1,0,1,0,1,0,1,1,0,0,1,996,0,0,1,1,1,1,1,0,0,1,0,0
97000,1259,0,1,0,0,1,1,1,0,1,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1,1316,0,1,0,1,0,0,1,0,0,1,0,0,954,0,0,1,1,1,0,1,1,1,0,1,0
97500,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0,1259,0,1,0,0,1,1,1,0,1,0,1,1,919,0,0,1,1,1,0,0,1,0,1,1,1
98000,1147,0,1,0,0,0,1,1,1,1,0,1,1,870,0,0,1,1,0,1,1,0,0,1,1,0,1204,0,1,0,0,1,0,1,1,0,1,0,0,890,0,0,1,1,0,1,1,1,1,0,1,0
98500,1093,0,1,0,0,0,1,0,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0,1147,0,1,0,0,0,1,1,1,1,0,1,1,870,0,0,1,1,0,1,1,0,0,1,1,0
99000,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0,1093,0,1,0,0,0,1,0,0,0,1,0,1,858,0,0,1,1,0,1,0,1,1,0,1,0
99500,998,0,0,1,1,1,1,1,0,0,1,1,0,857,0,0,1,1,0,1,0,1,1,0,0,1,1044,0,1,0,0,0,0,0,1,0,1,0,0,854,0,0,1,1,0,1,0,1,0,1,1,0
100000,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1,998,0,0,1,1,1,1,1,0,0,1,1,0,857,0,0,1,1,0,1,0,1,1,0,0,1
100500,925,0,0,1,1,1,0,0,1,1,1,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1,958,0,0,1,1,1,0,1,1,1,1,1,0,871,0,0,1,1,0,1,1,0,0,1,1,1
101000,899,0,0,1,1,1,0,0,0,0,0,1,1,920,0,0,1,1,1,0,0,1,1,0,0,0,925,0,0,1,1,1,0,0,1,1,1,0,1,891,0,0,1,1,0,1,1,1,1,0,1,1
101500,882,0,0,1,1,0,1,1,1,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1,899,0,0,1,1,1,0,0,0,0,0,1,1,920,0,0,1,1,1,0,0,1,1,0,0,0
102000,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0,882,0,0,1,1,0,1,1,1,0,0,1,0,955,0,0,1,1,1,0,1,1,1,0,1,1
102500,875,0,0,1,1,0,1,1,0,1,0,1,1,1045,0,1,0,0,0,0,0,1,0,1,0,1,873,0,0,1,1,0,1,1,0,1,0,0,1,998,0,0,1,1,1,1,1,0,0,1,1,0
103000,883,0,0,1,1,0,1,1,1,0,0,1,1,1098,0,1,0,0,0,1,0,0,1,0,1,0,875,0,0,1,1,0,1,1,0,1,0,1,1,1045,0,1,0,0,0,0,0,1,0,1,0,1
103500,900,0,0,1,1,1,0,0,0,0,1,0,0,1152,0,1,0,0,1,0,0,0,0,0,0,0,883,0,0,1,1,0,1,1,1,0,0,1,1,1098,0,1,0,0,0,1,0,0,1,0,1,0
104000,924,0,0,1,1,1,0,0,1,1,1,0,0,1208,0,1,0,0,1,0,1,1,1,0,0,0,900,0,0,1,1,1,0,0,0,0,1,0,0,1152,0,1,0,0,1,0,0,0,0,0,0,0
104500,956,0,0,1,1,1,0,1,1,1,1,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0,924,0,0,1,1,1,0,0,1,1,1,0,0,1208,0,1,0,0,1,0,1,1,1,0,0,0
105000,995,0,0,1,1,1,1,1,0,0,0,1,1,1319,0,1,0,1,0,0,1,0,0,1,1,1,956,0,0,1,1,1,0,1,1,1,1,0,0,1264,0,1,0,0,1,1,1,1,0,0,0,0
105500,1040,0,1,0,0,0,0,0,1,0,0,0,0,1370,0,1,0,1,0,1,0,1,1,0,1,0,995,0,0,1,1,1,1,1,0,0,0,1,1,1319,0,1,0,1,0,0,1,0,0,1,1,1
106000,1088,0,1,0,0,0,1,0,0,0,0,0,0,1419,0,1,0,1,1,0,0,0,1,0,1,1,1040,0,1,0,0,0,0,0,1,0,0,0,0,1370,0,1,0,1,0,1,0,1,1,0,1,0
106500,1141,0,1,0,0,0,1,1,1,0,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1,1088,0,1,0,0,0,1,0,0,0,0,0,0,1419,0,1,0,1,1,0,0,0,1,0,1,1
107000,1196,0,1,0,0,1,0,1,0,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0,1141,0,1,0,0,0,1,1,1,0,1,0,1,1463,0,1,0,1,1,0,1,1,0,1,1,1
107500,1252,0,1,0,0,1,1,1,0,0,1,0,0,1530,0,1,0,1,1,1,1,1,1,0,1,0,1196,0,1,0,0,1,0,1,0,1,1,0,0,1500,0,1,0,1,1,1,0,1,1,1,0,0
108000,1309,0,1,0,1,0,0,0,1,1,1,0,1,1550,0,1,1,0,0,0,0,0,1,1,1,0,1252,0,1,0,0,1,1,1,0,0,1,0,0,1530,0,1,0,1,1,1,1,1,1,0,1,0
108500,1363,0,1,0,1,0,1,0,1,0,0,1,1,1564,0,1,1,0,0,0,0,1,1,1,0,0,1309,0,1,0,1,0,0,0,1,1,1,0,1,1550,0,1,1,0,0,0,0,0,1,1,1,0
