Groups:,,,,,,,,,,,,,,,,,,,,,,,,,,
adc_in_v[11:0] =, adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], ,,,,,,,,,,,,,
adc_in_i[11:0] =, adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0], ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Data:,,,,,,,,,,,,,,,,,,,,,,,,,,
time unit: us, adc_in_v[11:0], adc_in_v[11], adc_in_v[10], adc_in_v[9], adc_in_v[8], adc_in_v[7], adc_in_v[6], adc_in_v[5], adc_in_v[4], adc_in_v[3], adc_in_v[2], adc_in_v[1], adc_in_v[0], adc_in_i[11:0], adc_in_i[11], adc_in_i[10], adc_in_i[9], adc_in_i[8], adc_in_i[7], adc_in_i[6], adc_in_i[5], adc_in_i[4], adc_in_i[3], adc_in_i[2], adc_in_i[1], adc_in_i[0]
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X
1522,1224,0,1,0,0,1,1,0,0,1,0,0,0,1533,0,1,0,1,1,1,1,1,1,1,0,1
1523,1187,0,1,0,0,1,0,1,0,0,0,1,1,1551,0,1,1,0,0,0,0,0,1,1,1,1
1524,1156,0,1,0,0,1,0,0,0,0,1,0,0,1563,0,1,1,0,0,0,0,1,1,0,1,1
1525,1116,0,1,0,0,0,1,0,1,1,1,0,0,1553,0,1,1,0,0,0,0,1,0,0,0,1
1526,1093,0,1,0,0,0,1,0,0,0,1,0,1,1549,0,1,1,0,0,0,0,0,1,1,0,1
1527,1069,0,1,0,0,0,0,1,0,1,1,0,1,1527,0,1,0,1,1,1,1,1,0,1,1,1
1528,1050,0,1,0,0,0,0,0,1,1,0,1,0,1497,0,1,0,1,1,1,0,1,1,0,0,1
1529,1033,0,1,0,0,0,0,0,0,1,0,0,1,1453,0,1,0,1,1,0,1,0,1,1,0,1
1530,1026,0,1,0,0,0,0,0,0,0,0,1,0,1409,0,1,0,1,1,0,0,0,0,0,0,1
1531,1025,0,1,0,0,0,0,0,0,0,0,0,1,1357,0,1,0,1,0,1,0,0,1,1,0,1
1532,1029,0,1,0,0,0,0,0,0,0,1,0,1,1301,0,1,0,1,0,0,0,1,0,1,0,1
1533,1042,0,1,0,0,0,0,0,1,0,0,1,0,1241,0,1,0,0,1,1,0,1,1,0,0,1
1534,1060,0,1,0,0,0,0,1,0,0,1,0,0,1183,0,1,0,0,1,0,0,1,1,1,1,1
1535,1082,0,1,0,0,0,0,1,1,1,0,1,0,1125,0,1,0,0,0,1,1,0,0,1,0,1
1536,1106,0,1,0,0,0,1,0,1,0,0,1,0,1065,0,1,0,0,0,0,1,0,1,0,0,1
1537,1139,0,1,0,0,0,1,1,1,0,0,1,1,1017,0,0,1,1,1,1,1,1,1,0,0,1
1538,1174,0,1,0,0,1,0,0,1,0,1,1,0,971,0,0,1,1,1,1,0,0,1,0,1,1
1539,1213,0,1,0,0,1,0,1,1,1,1,0,1,935,0,0,1,1,1,0,1,0,0,1,1,1
1540,1249,0,1,0,0,1,1,1,0,0,0,0,1,905,0,0,1,1,1,0,0,0,1,0,0,1
1541,1284,0,1,0,1,0,0,0,0,0,1,0,0,883,0,0,1,1,0,1,1,1,0,0,1,1
1542,1320,0,1,0,1,0,0,1,0,1,0,0,0,871,0,0,1,1,0,1,1,0,0,1,1,1
1543,1352,0,1,0,1,0,1,0,0,1,0,0,0,871,0,0,1,1,0,1,1,0,0,1,1,1
1544,1380,0,1,0,1,0,1,1,0,0,1,0,0,877,0,0,1,1,0,1,1,0,1,1,0,1
1545,1409,0,1,0,1,1,0,0,0,0,0,0,1,899,0,0,1,1,1,0,0,0,0,0,1,1
1546,1431,0,1,0,1,1,0,0,1,0,1,1,1,931,0,0,1,1,1,0,1,0,0,0,1,1
1547,1447,0,1,0,1,1,0,1,0,0,1,1,1,969,0,0,1,1,1,1,0,0,1,0,0,1
1548,1457,0,1,0,1,1,0,1,1,0,0,0,1,1015,0,0,1,1,1,1,1,1,0,1,1,1
1549,1459,0,1,0,1,1,0,1,1,0,0,1,1,1067,0,1,0,0,0,0,1,0,1,0,1,1
1550,1453,0,1,0,1,1,0,1,0,1,1,0,1,1121,0,1,0,0,0,1,1,0,0,0,0,1
1551,1440,0,1,0,1,1,0,1,0,0,0,0,0,1175,0,1,0,0,1,0,0,1,0,1,1,1
1552,1427,0,1,0,1,1,0,0,1,0,0,1,1,1239,0,1,0,0,1,1,0,1,0,1,1,1
1553,1407,0,1,0,1,0,1,1,1,1,1,1,1,1299,0,1,0,1,0,0,0,1,0,0,1,1
1554,1380,0,1,0,1,0,1,1,0,0,1,0,0,1357,0,1,0,1,0,1,0,0,1,1,0,1
1555,1349,0,1,0,1,0,1,0,0,0,1,0,1,1409,0,1,0,1,1,0,0,0,0,0,0,1
1556,1314,0,1,0,1,0,0,1,0,0,0,1,0,1455,0,1,0,1,1,0,1,0,1,1,1,1
1557,1275,0,1,0,0,1,1,1,1,1,0,1,1,1491,0,1,0,1,1,1,0,1,0,0,1,1
1558,1238,0,1,0,0,1,1,0,1,0,1,1,0,1525,0,1,0,1,1,1,1,1,0,1,0,1
1559,1203,0,1,0,0,1,0,1,1,0,0,1,1,1547,0,1,1,0,0,0,0,0,1,0,1,1
1560,1168,0,1,0,0,1,0,0,1,0,0,0,0,1561,0,1,1,0,0,0,0,1,1,0,0,1
1561,1140,0,1,0,0,0,1,1,1,0,1,0,0,1569,0,1,1,0,0,0,1,0,0,0,0,1
1562,1105,0,1,0,0,0,1,0,1,0,0,0,1,1557,0,1,1,0,0,0,0,1,0,1,0,1
1563,1076,0,1,0,0,0,0,1,1,0,1,0,0,1535,0,1,0,1,1,1,1,1,1,1,1,1
1564,1056,0,1,0,0,0,0,1,0,0,0,0,0,1509,0,1,0,1,1,1,1,0,0,1,0,1
1565,1037,0,1,0,0,0,0,0,0,1,1,0,1,1471,0,1,0,1,1,0,1,1,1,1,1,1
1566,1029,0,1,0,0,0,0,0,0,0,1,0,1,1429,0,1,0,1,1,0,0,1,0,1,0,1
1567,1025,0,1,0,0,0,0,0,0,0,0,0,1,1379,0,1,0,1,0,1,1,0,0,0,1,1
1568,1029,0,1,0,0,0,0,0,0,0,1,0,1,1325,0,1,0,1,0,0,1,0,1,1,0,1
1569,1038,0,1,0,0,0,0,0,0,1,1,1,0,1267,0,1,0,0,1,1,1,1,0,0,1,1
1570,1054,0,1,0,0,0,0,0,1,1,1,1,0,1209,0,1,0,0,1,0,1,1,1,0,0,1
1571,1076,0,1,0,0,0,0,1,1,0,1,0,0,1151,0,1,0,0,0,1,1,1,1,1,1,1
1572,1098,0,1,0,0,0,1,0,0,1,0,1,0,1091,0,1,0,0,0,1,0,0,0,0,1,1
1573,1126,0,1,0,0,0,1,1,0,0,1,1,0,1035,0,1,0,0,0,0,0,0,1,0,1,1
1574,1160,0,1,0,0,1,0,0,0,1,0,0,0,987,0,0,1,1,1,1,0,1,1,0,1,1
1575,1198,0,1,0,0,1,0,1,0,1,1,1,0,949,0,0,1,1,1,0,1,1,0,1,0,1
1576,1232,0,1,0,0,1,1,0,1,0,0,0,0,913,0,0,1,1,1,0,0,1,0,0,0,1
1577,1268,0,1,0,0,1,1,1,1,0,1,0,0,887,0,0,1,1,0,1,1,1,0,1,1,1
1578,1308,0,1,0,1,0,0,0,1,1,1,0,0,877,0,0,1,1,0,1,1,0,1,1,0,1
1579,1339,0,1,0,1,0,0,1,1,1,0,1,1,869,0,0,1,1,0,1,1,0,0,1,0,1
1580,1370,0,1,0,1,0,1,0,1,1,0,1,0,875,0,0,1,1,0,1,1,0,1,0,1,1
1581,1399,0,1,0,1,0,1,1,1,0,1,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1582,1426,0,1,0,1,1,0,0,1,0,0,1,0,925,0,0,1,1,1,0,0,1,1,1,0,1
1583,1441,0,1,0,1,1,0,1,0,0,0,0,1,957,0,0,1,1,1,0,1,1,1,1,0,1
1584,1454,0,1,0,1,1,0,1,0,1,1,1,0,1001,0,0,1,1,1,1,1,0,1,0,0,1
1585,1457,0,1,0,1,1,0,1,1,0,0,0,1,1049,0,1,0,0,0,0,0,1,1,0,0,1
1586,1457,0,1,0,1,1,0,1,1,0,0,0,1,1105,0,1,0,0,0,1,0,1,0,0,0,1
1587,1447,0,1,0,1,1,0,1,0,0,1,1,1,1159,0,1,0,0,1,0,0,0,0,1,1,1
1588,1437,0,1,0,1,1,0,0,1,1,1,0,1,1225,0,1,0,0,1,1,0,0,1,0,0,1
1589,1417,0,1,0,1,1,0,0,0,1,0,0,1,1283,0,1,0,1,0,0,0,0,0,0,1,1
1590,1392,0,1,0,1,0,1,1,1,0,0,0,0,1341,0,1,0,1,0,0,1,1,1,1,0,1
1591,1360,0,1,0,1,0,1,0,1,0,0,0,0,1393,0,1,0,1,0,1,1,1,0,0,0,1
1592,1326,0,1,0,1,0,0,1,0,1,1,1,0,1441,0,1,0,1,1,0,1,0,0,0,0,1
1593,1288,0,1,0,1,0,0,0,0,1,0,0,0,1481,0,1,0,1,1,1,0,0,1,0,0,1
1594,1255,0,1,0,0,1,1,1,0,0,1,1,1,1521,0,1,0,1,1,1,1,1,0,0,0,1
1595,1216,0,1,0,0,1,1,0,0,0,0,0,0,1545,0,1,1,0,0,0,0,0,1,0,0,1
1596,1180,0,1,0,0,1,0,0,1,1,1,0,0,1561,0,1,1,0,0,0,0,1,1,0,0,1
1597,1145,0,1,0,0,0,1,1,1,1,0,0,1,1565,0,1,1,0,0,0,0,1,1,1,0,1
1598,1112,0,1,0,0,0,1,0,1,1,0,0,0,1559,0,1,1,0,0,0,0,1,0,1,1,1
1599,1083,0,1,0,0,0,0,1,1,1,0,1,1,1545,0,1,1,0,0,0,0,0,1,0,0,1
1600,1063,0,1,0,0,0,0,1,0,0,1,1,1,1525,0,1,0,1,1,1,1,1,0,1,0,1
1601,1043,0,1,0,0,0,0,0,1,0,0,1,1,1489,0,1,0,1,1,1,0,1,0,0,0,1
1602,1031,0,1,0,0,0,0,0,0,0,1,1,1,1449,0,1,0,1,1,0,1,0,1,0,0,1
1603,1027,0,1,0,0,0,0,0,0,0,0,1,1,1401,0,1,0,1,0,1,1,1,1,0,0,1
1604,1028,0,1,0,0,0,0,0,0,0,1,0,0,1349,0,1,0,1,0,1,0,0,0,1,0,1
1605,1029,0,1,0,0,0,0,0,0,0,1,0,1,1287,0,1,0,1,0,0,0,0,0,1,1,1
1606,1047,0,1,0,0,0,0,0,1,0,1,1,1,1231,0,1,0,0,1,1,0,0,1,1,1,1
1607,1066,0,1,0,0,0,0,1,0,1,0,1,0,1175,0,1,0,0,1,0,0,1,0,1,1,1
1608,1088,0,1,0,0,0,1,0,0,0,0,0,0,1113,0,1,0,0,0,1,0,1,1,0,0,1
1609,1116,0,1,0,0,0,1,0,1,1,1,0,0,1057,0,1,0,0,0,0,1,0,0,0,0,1
1610,1148,0,1,0,0,0,1,1,1,1,1,0,0,1009,0,0,1,1,1,1,1,1,0,0,0,1
1611,1184,0,1,0,0,1,0,1,0,0,0,0,0,965,0,0,1,1,1,1,0,0,0,1,0,1
1612,1220,0,1,0,0,1,1,0,0,0,1,0,0,929,0,0,1,1,1,0,1,0,0,0,0,1
1613,1257,0,1,0,0,1,1,1,0,1,0,0,1,901,0,0,1,1,1,0,0,0,0,1,0,1
1614,1295,0,1,0,1,0,0,0,0,1,1,1,1,885,0,0,1,1,0,1,1,1,0,1,0,1
1615,1327,0,1,0,1,0,0,1,0,1,1,1,1,873,0,0,1,1,0,1,1,0,1,0,0,1
1616,1360,0,1,0,1,0,1,0,1,0,0,0,0,877,0,0,1,1,0,1,1,0,1,1,0,1
1617,1388,0,1,0,1,0,1,1,0,1,1,0,0,889,0,0,1,1,0,1,1,1,1,0,0,1
1618,1416,0,1,0,1,1,0,0,0,1,0,0,0,915,0,0,1,1,1,0,0,1,0,0,1,1
1619,1439,0,1,0,1,1,0,0,1,1,1,1,1,951,0,0,1,1,1,0,1,1,0,1,1,1
1620,1451,0,1,0,1,1,0,1,0,1,0,1,1,989,0,0,1,1,1,1,0,1,1,1,0,1
1621,1459,0,1,0,1,1,0,1,1,0,0,1,1,1037,0,1,0,0,0,0,0,0,1,1,0,1
1622,1456,0,1,0,1,1,0,1,1,0,0,0,0,1085,0,1,0,0,0,0,1,1,1,1,0,1
1623,1452,0,1,0,1,1,0,1,0,1,1,0,0,1145,0,1,0,0,0,1,1,1,1,0,0,1
1624,1441,0,1,0,1,1,0,1,0,0,0,0,1,1203,0,1,0,0,1,0,1,1,0,0,1,1
1625,1421,0,1,0,1,1,0,0,0,1,1,0,1,1261,0,1,0,0,1,1,1,0,1,1,0,1
1626,1399,0,1,0,1,0,1,1,1,0,1,1,1,1323,0,1,0,1,0,0,1,0,1,0,1,1
1627,1372,0,1,0,1,0,1,0,1,1,1,0,0,1377,0,1,0,1,0,1,1,0,0,0,0,1
1628,1338,0,1,0,1,0,0,1,1,1,0,1,0,1427,0,1,0,1,1,0,0,1,0,0,1,1
1629,1303,0,1,0,1,0,0,0,1,0,1,1,1,1473,0,1,0,1,1,1,0,0,0,0,0,1
1630,1266,0,1,0,0,1,1,1,1,0,0,1,0,1509,0,1,0,1,1,1,1,0,0,1,0,1
1631,1229,0,1,0,0,1,1,0,0,1,1,0,1,1539,0,1,1,0,0,0,0,0,0,0,1,1
1632,1192,0,1,0,0,1,0,1,0,1,0,0,0,1559,0,1,1,0,0,0,0,1,0,1,1,1
1633,1159,0,1,0,0,1,0,0,0,0,1,1,1,1571,0,1,1,0,0,0,1,0,0,0,1,1
1634,1127,0,1,0,0,0,1,1,0,0,1,1,1,1571,0,1,1,0,0,0,1,0,0,0,1,1
1635,1093,0,1,0,0,0,1,0,0,0,1,0,1,1557,0,1,1,0,0,0,0,1,0,1,0,1
1636,1068,0,1,0,0,0,0,1,0,1,1,0,0,1535,0,1,0,1,1,1,1,1,1,1,1,1
1637,1047,0,1,0,0,0,0,0,1,0,1,1,1,1505,0,1,0,1,1,1,1,0,0,0,0,1
1638,1032,0,1,0,0,0,0,0,0,1,0,0,0,1465,0,1,0,1,1,0,1,1,1,0,0,1
1639,1026,0,1,0,0,0,0,0,0,0,0,1,0,1423,0,1,0,1,1,0,0,0,1,1,1,1
1640,1027,0,1,0,0,0,0,0,0,0,0,1,1,1373,0,1,0,1,0,1,0,1,1,1,0,1
1641,1030,0,1,0,0,0,0,0,0,0,1,1,0,1315,0,1,0,1,0,0,1,0,0,0,1,1
1642,1041,0,1,0,0,0,0,0,1,0,0,0,1,1257,0,1,0,0,1,1,1,0,1,0,0,1
1643,1055,0,1,0,0,0,0,0,1,1,1,1,1,1195,0,1,0,0,1,0,1,0,1,0,1,1
1644,1080,0,1,0,0,0,0,1,1,1,0,0,0,1139,0,1,0,0,0,1,1,1,0,0,1,1
1645,1105,0,1,0,0,0,1,0,1,0,0,0,1,1083,0,1,0,0,0,0,1,1,1,0,1,1
1646,1136,0,1,0,0,0,1,1,1,0,0,0,0,1031,0,1,0,0,0,0,0,0,0,1,1,1
1647,1170,0,1,0,0,1,0,0,1,0,0,1,0,985,0,0,1,1,1,1,0,1,1,0,0,1
1648,1205,0,1,0,0,1,0,1,1,0,1,0,1,945,0,0,1,1,1,0,1,1,0,0,0,1
1649,1243,0,1,0,0,1,1,0,1,1,0,1,1,913,0,0,1,1,1,0,0,1,0,0,0,1
1650,1279,0,1,0,0,1,1,1,1,1,1,1,1,893,0,0,1,1,0,1,1,1,1,1,0,1
1651,1317,0,1,0,1,0,0,1,0,0,1,0,1,883,0,0,1,1,0,1,1,1,0,0,1,1
1652,1348,0,1,0,1,0,1,0,0,0,1,0,0,879,0,0,1,1,0,1,1,0,1,1,1,1
1653,1379,0,1,0,1,0,1,1,0,0,0,1,1,887,0,0,1,1,0,1,1,1,0,1,1,1
1654,1407,0,1,0,1,0,1,1,1,1,1,1,1,909,0,0,1,1,1,0,0,0,1,1,0,1
1655,1429,0,1,0,1,1,0,0,1,0,1,0,1,939,0,0,1,1,1,0,1,0,1,0,1,1
1656,1444,0,1,0,1,1,0,1,0,0,1,0,0,975,0,0,1,1,1,1,0,0,1,1,1,1
1657,1450,0,1,0,1,1,0,1,0,1,0,1,0,1015,0,0,1,1,1,1,1,1,0,1,1,1
1658,1456,0,1,0,1,1,0,1,1,0,0,0,0,1069,0,1,0,0,0,0,1,0,1,1,0,1
1659,1452,0,1,0,1,1,0,1,0,1,1,0,0,1123,0,1,0,0,0,1,1,0,0,0,1,1
1660,1446,0,1,0,1,1,0,1,0,0,1,1,0,1187,0,1,0,0,1,0,1,0,0,0,1,1
1661,1430,0,1,0,1,1,0,0,1,0,1,1,0,1247,0,1,0,0,1,1,0,1,1,1,1,1
1662,1410,0,1,0,1,1,0,0,0,0,0,1,0,1307,0,1,0,1,0,0,0,1,1,0,1,1
1663,1362,0,1,0,1,0,1,0,1,0,0,1,0,1339,0,1,0,1,0,0,1,1,1,0,1,1
1664,1350,0,1,0,1,0,1,0,0,0,1,1,0,1413,0,1,0,1,1,0,0,0,0,1,0,1
1665,1317,0,1,0,1,0,0,1,0,0,1,0,1,1461,0,1,0,1,1,0,1,1,0,1,0,1
1666,1280,0,1,0,1,0,0,0,0,0,0,0,0,1501,0,1,0,1,1,1,0,1,1,1,0,1
1667,1243,0,1,0,0,1,1,0,1,1,0,1,1,1533,0,1,0,1,1,1,1,1,1,1,0,1
1668,1205,0,1,0,0,1,0,1,1,0,1,0,1,1555,0,1,1,0,0,0,0,1,0,0,1,1
1669,1169,0,1,0,0,1,0,0,1,0,0,0,1,1569,0,1,1,0,0,0,1,0,0,0,0,1
1670,1133,0,1,0,0,0,1,1,0,1,1,0,1,1569,0,1,1,0,0,0,1,0,0,0,0,1
1671,1104,0,1,0,0,0,1,0,1,0,0,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1672,1078,0,1,0,0,0,0,1,1,0,1,1,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
1673,1055,0,1,0,0,0,0,0,1,1,1,1,1,1519,0,1,0,1,1,1,1,0,1,1,1,1
1674,1035,0,1,0,0,0,0,0,0,1,0,1,1,1481,0,1,0,1,1,1,0,0,1,0,0,1
1675,1030,0,1,0,0,0,0,0,0,0,1,1,0,1443,0,1,0,1,1,0,1,0,0,0,1,1
1676,1023,0,0,1,1,1,1,1,1,1,1,1,1,1391,0,1,0,1,0,1,1,0,1,1,1,1
1677,1029,0,1,0,0,0,0,0,0,0,1,0,1,1341,0,1,0,1,0,0,1,1,1,1,0,1
1678,1039,0,1,0,0,0,0,0,0,1,1,1,1,1285,0,1,0,1,0,0,0,0,0,1,0,1
1679,1051,0,1,0,0,0,0,0,1,1,0,1,1,1223,0,1,0,0,1,1,0,0,0,1,1,1
1680,1068,0,1,0,0,0,0,1,0,1,1,0,0,1159,0,1,0,0,1,0,0,0,0,1,1,1
1681,1095,0,1,0,0,0,1,0,0,0,1,1,1,1105,0,1,0,0,0,1,0,1,0,0,0,1
1682,1125,0,1,0,0,0,1,1,0,0,1,0,1,1051,0,1,0,0,0,0,0,1,1,0,1,1
1683,1156,0,1,0,0,1,0,0,0,0,1,0,0,1001,0,0,1,1,1,1,1,0,1,0,0,1
1684,1195,0,1,0,0,1,0,1,0,1,0,1,1,963,0,0,1,1,1,1,0,0,0,0,1,1
1685,1232,0,1,0,0,1,1,0,1,0,0,0,0,929,0,0,1,1,1,0,1,0,0,0,0,1
1686,1267,0,1,0,0,1,1,1,1,0,0,1,1,903,0,0,1,1,1,0,0,0,0,1,1,1
1687,1305,0,1,0,1,0,0,0,1,1,0,0,1,889,0,0,1,1,0,1,1,1,1,0,0,1
1688,1338,0,1,0,1,0,0,1,1,1,0,1,0,883,0,0,1,1,0,1,1,1,0,0,1,1
1689,1367,0,1,0,1,0,1,0,1,0,1,1,1,885,0,0,1,1,0,1,1,1,0,1,0,1
1690,1398,0,1,0,1,0,1,1,1,0,1,1,0,903,0,0,1,1,1,0,0,0,0,1,1,1
1691,1422,0,1,0,1,1,0,0,0,1,1,1,0,929,0,0,1,1,1,0,1,0,0,0,0,1
1692,1440,0,1,0,1,1,0,1,0,0,0,0,0,963,0,0,1,1,1,1,0,0,0,0,1,1
1693,1455,0,1,0,1,1,0,1,0,1,1,1,1,1009,0,0,1,1,1,1,1,1,0,0,0,1
1694,1457,0,1,0,1,1,0,1,1,0,0,0,1,1055,0,1,0,0,0,0,0,1,1,1,1,1
1695,1453,0,1,0,1,1,0,1,0,1,1,0,1,1105,0,1,0,0,0,1,0,1,0,0,0,1
1696,1448,0,1,0,1,1,0,1,0,1,0,0,0,1165,0,1,0,0,1,0,0,0,1,1,0,1
1697,1436,0,1,0,1,1,0,0,1,1,1,0,0,1225,0,1,0,0,1,1,0,0,1,0,0,1
1698,1415,0,1,0,1,1,0,0,0,0,1,1,1,1285,0,1,0,1,0,0,0,0,0,1,0,1
1699,1393,0,1,0,1,0,1,1,1,0,0,0,1,1345,0,1,0,1,0,1,0,0,0,0,0,1
1700,1364,0,1,0,1,0,1,0,1,0,1,0,0,1399,0,1,0,1,0,1,1,1,0,1,1,1
1701,1328,0,1,0,1,0,0,1,1,0,0,0,0,1445,0,1,0,1,1,0,1,0,0,1,0,1
1702,1293,0,1,0,1,0,0,0,0,1,1,0,1,1489,0,1,0,1,1,1,0,1,0,0,0,1
1703,1255,0,1,0,0,1,1,1,0,0,1,1,1,1523,0,1,0,1,1,1,1,1,0,0,1,1
1704,1219,0,1,0,0,1,1,0,0,0,0,1,1,1553,0,1,1,0,0,0,0,1,0,0,0,1
1705,1183,0,1,0,0,1,0,0,1,1,1,1,1,1569,0,1,1,0,0,0,1,0,0,0,0,1
1706,1149,0,1,0,0,0,1,1,1,1,1,0,1,1577,0,1,1,0,0,0,1,0,1,0,0,1
1707,1110,0,1,0,0,0,1,0,1,0,1,1,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1708,1087,0,1,0,0,0,0,1,1,1,1,1,1,1559,0,1,1,0,0,0,0,1,0,1,1,1
1709,1063,0,1,0,0,0,0,1,0,0,1,1,1,1535,0,1,0,1,1,1,1,1,1,1,1,1
1710,1045,0,1,0,0,0,0,0,1,0,1,0,1,1503,0,1,0,1,1,1,0,1,1,1,1,1
1711,1031,0,1,0,0,0,0,0,0,0,1,1,1,1461,0,1,0,1,1,0,1,1,0,1,0,1
1712,1026,0,1,0,0,0,0,0,0,0,0,1,0,1415,0,1,0,1,1,0,0,0,0,1,1,1
1713,1028,0,1,0,0,0,0,0,0,0,1,0,0,1365,0,1,0,1,0,1,0,1,0,1,0,1
1714,1033,0,1,0,0,0,0,0,0,1,0,0,1,1307,0,1,0,1,0,0,0,1,1,0,1,1
1715,1044,0,1,0,0,0,0,0,1,0,1,0,0,1245,0,1,0,0,1,1,0,1,1,1,0,1
1716,1062,0,1,0,0,0,0,1,0,0,1,1,0,1187,0,1,0,0,1,0,1,0,0,0,1,1
1717,1087,0,1,0,0,0,0,1,1,1,1,1,1,1129,0,1,0,0,0,1,1,0,1,0,0,1
1718,1114,0,1,0,0,0,1,0,1,1,0,1,0,1073,0,1,0,0,0,0,1,1,0,0,0,1
1719,1146,0,1,0,0,0,1,1,1,1,0,1,0,1025,0,1,0,0,0,0,0,0,0,0,0,1
1720,1185,0,1,0,0,1,0,1,0,0,0,0,1,983,0,0,1,1,1,1,0,1,0,1,1,1
1721,1218,0,1,0,0,1,1,0,0,0,0,1,0,943,0,0,1,1,1,0,1,0,1,1,1,1
1722,1251,0,1,0,0,1,1,1,0,0,0,1,1,911,0,0,1,1,1,0,0,0,1,1,1,1
1723,1290,0,1,0,1,0,0,0,0,1,0,1,0,893,0,0,1,1,0,1,1,1,1,1,0,1
1724,1323,0,1,0,1,0,0,1,0,1,0,1,1,883,0,0,1,1,0,1,1,1,0,0,1,1
1725,1356,0,1,0,1,0,1,0,0,1,1,0,0,885,0,0,1,1,0,1,1,1,0,1,0,1
1726,1395,0,1,0,1,0,1,1,1,0,0,1,1,907,0,0,1,1,1,0,0,0,1,0,1,1
1727,1413,0,1,0,1,1,0,0,0,0,1,0,1,919,0,0,1,1,1,0,0,1,0,1,1,1
1728,1433,0,1,0,1,1,0,0,1,1,0,0,1,951,0,0,1,1,1,0,1,1,0,1,1,1
1729,1448,0,1,0,1,1,0,1,0,1,0,0,0,991,0,0,1,1,1,1,0,1,1,1,1,1
1730,1454,0,1,0,1,1,0,1,0,1,1,1,0,1037,0,1,0,0,0,0,0,0,1,1,0,1
1731,1455,0,1,0,1,1,0,1,0,1,1,1,1,1087,0,1,0,0,0,0,1,1,1,1,1,1
1732,1452,0,1,0,1,1,0,1,0,1,1,0,0,1145,0,1,0,0,0,1,1,1,1,0,0,1
1733,1441,0,1,0,1,1,0,1,0,0,0,0,1,1205,0,1,0,0,1,0,1,1,0,1,0,1
1734,1424,0,1,0,1,1,0,0,1,0,0,0,0,1265,0,1,0,0,1,1,1,1,0,0,0,1
1735,1402,0,1,0,1,0,1,1,1,1,0,1,0,1323,0,1,0,1,0,0,1,0,1,0,1,1
1736,1374,0,1,0,1,0,1,0,1,1,1,1,0,1381,0,1,0,1,0,1,1,0,0,1,0,1
1737,1340,0,1,0,1,0,0,1,1,1,1,0,0,1429,0,1,0,1,1,0,0,1,0,1,0,1
1738,1306,0,1,0,1,0,0,0,1,1,0,1,0,1475,0,1,0,1,1,1,0,0,0,0,1,1
1739,1270,0,1,0,0,1,1,1,1,0,1,1,0,1515,0,1,0,1,1,1,1,0,1,0,1,1
1740,1234,0,1,0,0,1,1,0,1,0,0,1,0,1545,0,1,1,0,0,0,0,0,1,0,0,1
1741,1196,0,1,0,0,1,0,1,0,1,1,0,0,1565,0,1,1,0,0,0,0,1,1,1,0,1
1742,1159,0,1,0,0,1,0,0,0,0,1,1,1,1573,0,1,1,0,0,0,1,0,0,1,0,1
1743,1130,0,1,0,0,0,1,1,0,1,0,1,0,1577,0,1,1,0,0,0,1,0,1,0,0,1
1744,1098,0,1,0,0,0,1,0,0,1,0,1,0,1567,0,1,1,0,0,0,0,1,1,1,1,1
1745,1072,0,1,0,0,0,0,1,1,0,0,0,0,1547,0,1,1,0,0,0,0,0,1,0,1,1
1746,1049,0,1,0,0,0,0,0,1,1,0,0,1,1515,0,1,0,1,1,1,1,0,1,0,1,1
1747,1037,0,1,0,0,0,0,0,0,1,1,0,1,1479,0,1,0,1,1,1,0,0,0,1,1,1
1748,1029,0,1,0,0,0,0,0,0,0,1,0,1,1435,0,1,0,1,1,0,0,1,1,0,1,1
1749,1032,0,1,0,0,0,0,0,0,1,0,0,0,1391,0,1,0,1,0,1,1,0,1,1,1,1
1750,1030,0,1,0,0,0,0,0,0,0,1,1,0,1327,0,1,0,1,0,0,1,0,1,1,1,1
1751,1046,0,1,0,0,0,0,0,1,0,1,1,0,1275,0,1,0,0,1,1,1,1,1,0,1,1
1752,1055,0,1,0,0,0,0,0,1,1,1,1,1,1207,0,1,0,0,1,0,1,1,0,1,1,1
1753,1076,0,1,0,0,0,0,1,1,0,1,0,0,1149,0,1,0,0,0,1,1,1,1,1,0,1
1754,1104,0,1,0,0,0,1,0,1,0,0,0,0,1093,0,1,0,0,0,1,0,0,0,1,0,1
1755,1134,0,1,0,0,0,1,1,0,1,1,1,0,1041,0,1,0,0,0,0,0,1,0,0,0,1
1756,1169,0,1,0,0,1,0,0,1,0,0,0,1,995,0,0,1,1,1,1,1,0,0,0,1,1
