Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,
result[31:0] =, result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], result[31:0], result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
5788, 987, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1271, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5789, 966, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1211, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5790, 956, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1153, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5791, 952, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1095, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5792, 956, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1039, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5793, 971, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 993, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5794, 993, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 951, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5795, 1022, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 919, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5796, 1056, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 897, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5797, 1089, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 873, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5798, 1137, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 875, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5799, 1186, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 883, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5800, 1234, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 901, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5801, 1286, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 931, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5802, 1335, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 967, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5803, 1378, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1009, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5804, 1417, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1057, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5805, 1450, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1111, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5806, 1479, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1169, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5807, 1501, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1229, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5808, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1297, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5809, 1520, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5810, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1403, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5811, 1506, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1451, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5812, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1491, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5813, 1457, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5814, 1422, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1549, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5815, 1382, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1563, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5816, 1345, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5817, 1293, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5818, 1244, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1551, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5819, 1192, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5820, 1144, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1491, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5821, 1098, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1447, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5822, 1059, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1401, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5823, 1026, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1349, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5824, 995, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1291, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5825, 974, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1231, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5826, 960, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1173, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5827, 951, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1111, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5828, 954, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1057, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5829, 971, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1015, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5830, 986, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 967, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5831, 1012, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 931, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5832, 1044, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 903, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5833, 1082, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 885, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5834, 1123, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 877, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5835, 1171, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 883, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5836, 1219, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 895, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5837, 1266, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 917, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5838, 1314, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 951, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5839, 1361, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 991, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5840, 1405, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1041, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5841, 1446, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1099, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5842, 1472, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1149, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5843, 1495, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1207, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5844, 1509, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1265, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5845, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1327, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5846, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1379, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5847, 1512, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1433, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5848, 1495, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1477, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5849, 1468, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1511, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5850, 1437, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1541, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5851, 1399, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5852, 1354, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1565, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5853, 1312, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5854, 1264, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5855, 1212, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1535, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5856, 1164, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1507, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5857, 1115, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1463, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
