Groups:
r_adc_data_v[11:0] =, r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], ,
r_adc_data_i[11:0] =, r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], ,
result[31:0] =, result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0], ,

Data:
time unit: us, r_adc_data_v[11:0], r_adc_data_v[11], r_adc_data_v[10], r_adc_data_v[9], r_adc_data_v[8], r_adc_data_v[7], r_adc_data_v[6], r_adc_data_v[5], r_adc_data_v[4], r_adc_data_v[3], r_adc_data_v[2], r_adc_data_v[1], r_adc_data_v[0], r_adc_data_i[11:0], r_adc_data_i[11], r_adc_data_i[10], r_adc_data_i[9], r_adc_data_i[8], r_adc_data_i[7], r_adc_data_i[6], r_adc_data_i[5], r_adc_data_i[4], r_adc_data_i[3], r_adc_data_i[2], r_adc_data_i[1], r_adc_data_i[0], result[31:0], result[31], result[30], result[29], result[28], result[27], result[26], result[25], result[24], result[23], result[22], result[21], result[20], result[19], result[18], result[17], result[16], result[15], result[14], result[13], result[12], result[11], result[10], result[9], result[8], result[7], result[6], result[5], result[4], result[3], result[2], result[1], result[0],
0, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X,
5858, 1073, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1417, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5859, 1038, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1369, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5860, 1006, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1313, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5861, 979, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1251, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5862, 964, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1193, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5863, 954, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1135, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5864, 952, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1079, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5865, 960, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1027, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5866, 986, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 991, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5867, 1001, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 943, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5868, 1030, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5869, 1069, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 893, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5870, 1108, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 879, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5871, 1156, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 881, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5872, 1200, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5873, 1253, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 911, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5874, 1301, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 941, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5875, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 977, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5876, 1390, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1021, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5877, 1428, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1073, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5878, 1459, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1127, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5879, 1487, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1187, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5880, 1510, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1253, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5881, 1518, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1309, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5882, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1365, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5883, 1513, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1415, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5884, 1500, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1463, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5885, 1474, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1497, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5886, 1448, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1535, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5887, 1413, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1557, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5888, 1371, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1569, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5889, 1329, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5890, 1281, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5891, 1227, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1543, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5892, 1180, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1519, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5893, 1133, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1483, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5894, 1088, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1437, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5895, 1052, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1391, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5896, 1020, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1339, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5897, 990, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1277, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5898, 970, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1217, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5899, 956, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1155, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5900, 953, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1101, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5901, 959, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1049, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5902, 973, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1001, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5903, 992, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 959, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5904, 1016, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 921, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5905, 1053, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 899, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5906, 1095, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 887, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5907, 1139, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 883, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5908, 1185, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 889, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5909, 1233, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 905, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5910, 1256, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 901, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5911, 1328, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 963, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5912, 1376, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1009, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5913, 1416, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1059, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5914, 1451, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1113, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5915, 1476, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1165, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5916, 1500, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1227, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5917, 1516, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1289, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5918, 1523, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1349, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5919, 1521, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1403, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5920, 1510, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1453, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5921, 1486, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1491, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5922, 1459, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1525, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5923, 1425, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1549, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5924, 1388, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1567, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5925, 1347, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1575, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5926, 1301, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1573, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
5927, 1253, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1561, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 38400000, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,
